Plot Title: 20174695,,,,,,,
#,"Date Time, GMT-06:00","Temp, ∞C (LGR S/N: 20174695, SEN S/N: 20174695)",Coupler Detached (LGR S/N: 20174695),Coupler Attached (LGR S/N: 20174695),Host Connected (LGR S/N: 20174695),Stopped (LGR S/N: 20174695),End Of File (LGR S/N: 20174695)
426,08/23/17 12:54:00 PM,10.907,,,,,
427,08/23/17 01:54:00 PM,11.273,,,,,
428,08/23/17 02:54:00 PM,12.122,,,,,
429,08/23/17 03:54:00 PM,11.637,,,,,
430,08/23/17 04:54:00 PM,11.492,,,,,
431,08/23/17 05:54:00 PM,10.222,,,,,
432,08/23/17 06:54:00 PM,8.841,,,,,
433,08/23/17 07:54:00 PM,7.995,,,,,
434,08/23/17 08:54:00 PM,7.167,,,,,
435,08/23/17 09:54:00 PM,6.56,,,,,
436,08/23/17 10:54:00 PM,6.128,,,,,
437,08/23/17 11:54:00 PM,5.539,,,,,
438,08/24/17 12:54:00 AM,5.05,,,,,
439,08/24/17 01:54:00 AM,4.584,,,,,
440,08/24/17 02:54:00 AM,4.272,,,,,
441,08/24/17 03:54:00 AM,4.011,,,,,
442,08/24/17 04:54:00 AM,3.775,,,,,
443,08/24/17 05:54:00 AM,3.591,,,,,
444,08/24/17 06:54:00 AM,3.591,,,,,
445,08/24/17 07:54:00 AM,3.564,,,,,
446,08/24/17 08:54:00 AM,3.854,,,,,
447,08/24/17 09:54:00 AM,5.616,,,,,
448,08/24/17 10:54:00 AM,7.795,,,,,
449,08/24/17 11:54:00 AM,8.394,,,,,
450,08/24/17 12:54:00 PM,8.841,,,,,
451,08/24/17 01:54:00 PM,9.903,,,,,
452,08/24/17 02:54:00 PM,9.78,,,,,
453,08/24/17 03:54:00 PM,10.394,,,,,
454,08/24/17 04:54:00 PM,10.736,,,,,
455,08/24/17 05:54:00 PM,10.296,,,,,
456,08/24/17 06:54:00 PM,9.46,,,,,
457,08/24/17 07:54:00 PM,7.945,,,,,
458,08/24/17 08:54:00 PM,7.041,,,,,
459,08/24/17 09:54:00 PM,6.23,,,,,
460,08/24/17 10:54:00 PM,5.437,,,,,
461,08/24/17 11:54:00 PM,4.844,,,,,
462,08/25/17 12:54:00 AM,4.61,,,,,
463,08/25/17 01:54:00 AM,4.636,,,,,
464,08/25/17 02:54:00 AM,4.324,,,,,
465,08/25/17 03:54:00 AM,3.985,,,,,
466,08/25/17 04:54:00 AM,3.932,,,,,
467,08/25/17 05:54:00 AM,3.564,,,,,
468,08/25/17 06:54:00 AM,3.274,,,,,
469,08/25/17 07:54:00 AM,3.538,,,,,
470,08/25/17 08:54:00 AM,4.246,,,,,
471,08/25/17 09:54:00 AM,5.437,,,,,
472,08/25/17 10:54:00 AM,7.217,,,,,
473,08/25/17 11:54:00 AM,9.361,,,,,
474,08/25/17 12:54:00 PM,10.222,,,,,
475,08/25/17 01:54:00 PM,12.437,,,,,
476,08/25/17 02:54:00 PM,12.389,,,,,
477,08/25/17 03:54:00 PM,12.558,,,,,
478,08/25/17 04:54:00 PM,13.04,,,,,
479,08/25/17 05:54:00 PM,11.662,,,,,
480,08/25/17 06:54:00 PM,9.78,,,,,
481,08/25/17 07:54:00 PM,8.717,,,,,
482,08/25/17 08:54:00 PM,7.268,,,,,
483,08/25/17 09:54:00 PM,6.306,,,,,
484,08/25/17 10:54:00 PM,5.668,,,,,
485,08/25/17 11:54:00 PM,5.231,,,,,
486,08/26/17 12:54:00 AM,4.895,,,,,
487,08/26/17 01:54:00 AM,4.636,,,,,
488,08/26/17 02:54:00 AM,4.428,,,,,
489,08/26/17 03:54:00 AM,4.22,,,,,
490,08/26/17 04:54:00 AM,4.037,,,,,
491,08/26/17 05:54:00 AM,3.932,,,,,
492,08/26/17 06:54:00 AM,3.801,,,,,
493,08/26/17 07:54:00 AM,3.827,,,,,
494,08/26/17 08:54:00 AM,4.037,,,,,
495,08/26/17 09:54:00 AM,5.591,,,,,
496,08/26/17 10:54:00 AM,7.92,,,,,
497,08/26/17 11:54:00 AM,10.149,,,,,
498,08/26/17 12:54:00 PM,12.171,,,,,
499,08/26/17 01:54:00 PM,13.834,,,,,
500,08/26/17 02:54:00 PM,14.792,,,,,
501,08/26/17 03:54:00 PM,15.008,,,,,
502,08/26/17 04:54:00 PM,14.457,,,,,
503,08/26/17 05:54:00 PM,13.305,,,,,
504,08/26/17 06:54:00 PM,11.637,,,,,
505,08/26/17 07:54:00 PM,9.583,,,,,
506,08/26/17 08:54:00 PM,7.82,,,,,
507,08/26/17 09:54:00 PM,6.611,,,,,
508,08/26/17 10:54:00 PM,5.77,,,,,
509,08/26/17 11:54:00 PM,5.102,,,,,
510,08/27/17 12:54:00 AM,4.662,,,,,
511,08/27/17 01:54:00 AM,4.324,,,,,
512,08/27/17 02:54:00 AM,4.063,,,,,
513,08/27/17 03:54:00 AM,3.801,,,,,
514,08/27/17 04:54:00 AM,3.617,,,,,
515,08/27/17 05:54:00 AM,3.485,,,,,
516,08/27/17 06:54:00 AM,3.38,,,,,
517,08/27/17 07:54:00 AM,3.459,,,,,
518,08/27/17 08:54:00 AM,3.854,,,,,
519,08/27/17 09:54:00 AM,5.539,,,,,
