Date,Grand Targhee (1082) Air Temperature Average (degF),Phillips Bench Air temp F
4/19/18,28.4,26.6
4/20/18,32.9,36.3
4/21/18,30.6,31.5
4/22/18,34.9,33.4
4/23/18,32.2,37.4
4/24/18,21.2,25.9
4/25/18,27.1,26.4
4/26/18,32.4,31.5
4/27/18,38.5,34
4/28/18,45.5,40.8
4/29/18,34.2,36.5
4/30/18,25.5,29.7
5/1/18,24.3,27
5/2/18,21,23.5
5/3/18,27,30.2
5/4/18,32.2,32.7
5/5/18,40.3,37.9
5/6/18,43.7,39
5/7/18,44.8,43.9
5/8/18,35.8,38.1
5/9/18,42.3,40.5
5/10/18,40.1,41.4
5/11/18,30.4,32.5
5/12/18,33.1,33.3
5/13/18,28.4,32
5/14/18,32.2,31.5
5/15/18,37.4,34.9
5/16/18,38.1,35.6
5/17/18,36.3,34.5
5/18/18,37.2,36.1
5/19/18,34.5,34.3
5/20/18,38.1,37.9
5/21/18,39.4,38.1
5/22/18,38.8,37.4
5/23/18,37.4,38.7
5/24/18,38.7,37.9
5/25/18,42.4,38.8
5/26/18,51.1,46.6
5/27/18,38.1,44.2
5/28/18,43.2,36.1
5/29/18,38.8,39.6
5/30/18,42.8,37.8
5/31/18,40.5,40.1
6/1/18,36,40.1
6/2/18,27.9,34.5
6/3/18,38.5,38.3
6/4/18,47.7,47.8
6/5/18,51.6,49.1
6/6/18,50,46.4
6/7/18,51.3,47.1
6/8/18,49.6,47.8
6/9/18,48.6,47.1
6/10/18,39,47.5
6/11/18,30.9,34.9
6/12/18,31.3,34.9
6/13/18,46.2,40.8
6/14/18,55.2,55.4
6/15/18,46.6,49.5
6/16/18,38.1,42.6
6/17/18,42.8,45
6/18/18,41,43.5
6/19/18,35.8,35.8
6/20/18,36.7,41
6/21/18,46.2,42.6
6/22/18,43.2,46.6
6/23/18,45,46.6
6/24/18,36.3,37
6/25/18,42.4,43.2
6/26/18,56.7,52
6/27/18,47.7,54.7
6/28/18,57,55
6/29/18,46.2,49.6
6/30/18,36.7,40.3
7/1/18,42.8,43.2
7/2/18,47.5,52
7/3/18,47.3,51.3
7/4/18,42.8,40.3
7/5/18,57.4,54.3
7/6/18,59.5,54.9
7/7/18,62.1,56.7
7/8/18,59.2,57.9
7/9/18,59.4,56.8
7/10/18,63.1,58.8
7/11/18,58.3,56.1
7/12/18,57,52.5
7/13/18,53.2,52.7
7/14/18,55.6,52.5
7/15/18,56.7,54
7/16/18,60.1,57.6
7/17/18,55,46.4
7/18/18,53.1,49.3
7/19/18,55.9,59.2
7/20/18,56.1,58.5
7/21/18,58.6,61
7/22/18,57.4,59.7
7/23/18,55.9,49.8
7/24/18,59,53.8
7/25/18,58.5,51.4
7/26/18,54,51.6
7/27/18,57.9,52.7
7/28/18,54.1,53.4
7/29/18,51.8,49.1
7/30/18,50.2,51.4
7/31/18,54.7,53.6
8/1/18,61.3,59.4
8/2/18,53.2,53.4
8/3/18,56.7,52.2
8/4/18,50.4,49.6
8/5/18,52.5,52.7
8/6/18,47.8,45.7
8/7/18,50.7,49.3
8/8/18,52.5,52.7
8/9/18,59.4,55
8/10/18,64,59.2
8/11/18,64.4,59.9
8/12/18,62.8,61.2
8/13/18,57.9,58.6
8/14/18,55.6,55
8/15/18,53.4,51.1
8/16/18,55,53.4
8/17/18,54.7,57.4
8/18/18,50.9,52.5
8/19/18,47.5,43.2
8/20/18,53.2,47.8
8/21/18,51.3,47.7
8/22/18,51.6,49.1
8/23/18,44.2,42.3
8/24/18,52.2,47.7
8/25/18,49.5,53.1
8/26/18,49.5,49.1
8/27/18,35.8,38.3
8/28/18,30.6,33.3
8/29/18,40.6,36.5
8/30/18,47.3,51.3
8/31/18,48.2,52.2
9/1/18,43.7,43.7
9/2/18,45.7,43
9/3/18,45.5,44.1
9/4/18,46.8,45.3
9/5/18,52.9,46.8
9/6/18,52.7,50.2
9/7/18,53.4,53.2
9/8/18,55.8,52.2
9/9/18,48,54
9/10/18,48.9,48.6
9/11/18,48.2,53.4
9/12/18,49.5,47.5
9/13/18,42.4,46.4
9/14/18,43.2,44.4
9/15/18,56.7,48.6
9/16/18,45.5,47.8
9/17/18,45.9,45.3
9/18/18,50.4,45.5
9/19/18,46,44.8
9/20/18,41.4,46.8
9/21/18,36.9,34
9/22/18,44.8,42.3
9/23/18,49.6,48.4
9/24/18,34,38.1
9/25/18,27.7,28
9/26/18,32.4,31.5
9/27/18,36.3,40.6
9/28/18,40.8,44.2
9/29/18,48.6,53.4
9/30/18,51.1,52.9
10/1/18,36.9,38.5
10/2/18,47.5,47.5
10/3/18,43.5,47.7
10/4/18,42.8,44.4
10/5/18,28.8,32.4
10/6/18,25.7,27.9
10/7/18,27.5,29.8
10/8/18,24.8,28.8
10/9/18,27.1,30.7
10/10/18,25,26.6
10/11/18,24.1,27
10/12/18,24.3,29.7
10/13/18,25.2,30.9
10/14/18,7,14.7
10/15/18,14.7,17.4
10/16/18,25.9,25.2
10/17/18,34.7,30.6
10/18/18,31.3,31.3
10/19/18,32.5,33.1
10/20/18,35.6,34.2
10/21/18,38.5,37.8
10/22/18,39.4,35.6
10/23/18,42.3,39.9
10/24/18,32.5,36.1
10/25/18,30.2,33.8
10/26/18,29.7,33.4
10/27/18,36.5,43.2
10/28/18,35.1,37.2
10/29/18,36.7,39.2
10/30/18,19.4,22.3
10/31/18,16.3,17.1
11/1/18,23.2,27.7
11/2/18,31.3,34.7
11/3/18,22.5,28.2
11/4/18,21.9,27.5
11/5/18,21.4,24.1
11/6/18,16.3,18.9
11/7/18,16.5,20.8
11/8/18,13.1,16.3
11/9/18,7.7,11.5
11/10/18,15.1,22.1
11/11/18,8.6,10.8
11/12/18,6.1,7.2
11/13/18,11.3,7.5
11/14/18,27.1,16.3
11/15/18,20.5,24.6
11/16/18,22.5,27
11/17/18,19.4,25
11/18/18,8.8,8.6
11/19/18,17.2,13.3
11/20/18,21.9,14.9
11/21/18,29.3,21.7
11/22/18,30.7,26.6
11/23/18,20.8,24.8
11/24/18,22.5,26.4
11/25/18,12.9,14.7
11/26/18,6.6,10.9
11/27/18,15.1,16.3
11/28/18,23.2,27.1
11/29/18,17.2,21.6
11/30/18,19.8,19.2
12/1/18,13.6,17.8
12/2/18,4.6,9.7
12/3/18,7.2,10.4
12/4/18,5,3.6
12/5/18,6.6,0.7
12/6/18,5.9,2.1
12/7/18,13.1,8.8
12/8/18,16.9,21.7
12/9/18,10.4,15.8
12/10/18,20.7,14
12/11/18,12.7,19.4
12/12/18,13.5,16.9
12/13/18,4.6,9
12/14/18,17.4,8.8
12/15/18,28,24.3
12/16/18,24.1,19.9
12/17/18,30.2,24.1
12/18/18,21.9,27.5
12/19/18,21.9,27
12/20/18,13.1,17.4
12/21/18,24.6,22.6
12/22/18,8.1,13.5
12/23/18,5.4,6.4
12/24/18,16.9,18.3
12/25/18,13.5,18.9
12/26/18,14.5,18
12/27/18,5,5.7
12/28/18,1,8.6
12/29/18,-0.4,-0.6
12/30/18,12,17.2
12/31/18,4.6,8.4
1/1/19,-4.7,-8.5
1/2/19,5.7,-6.5
1/3/19,20.3,2.5
1/4/19,20.5,16.9
1/5/19,25.2,21.2
1/6/19,20.3,23.7
1/7/19,12.9,16.3
1/8/19,1.4,8.1
1/9/19,25.2,21.6
1/10/19,25.9,24.6
1/11/19,19.6,19.9
1/12/19,14.7,9.9
1/13/19,25.3,12.2
1/14/19,25,16.7
1/15/19,16.2,12.9
1/16/19,21.2,19.9
1/17/19,21.4,23.7
1/18/19,19.4,23.4
1/19/19,12.6,16.9
1/20/19,24.1,28.8
1/21/19,23.4,25.7
1/22/19,6.3,10.8
1/23/19,6.3,13.6
1/24/19,14.7,20.1
1/25/19,9.5,14.5
1/26/19,12.2,16.3
1/27/19,20.8,21.2
1/28/19,16,21.4
1/29/19,4.6,3.9
1/30/19,9.9,8.6
1/31/19,13.8,10
2/1/19,21.2,19.4
2/2/19,25.7,21.6
2/3/19,28.4,26.8
2/4/19,19.9,23.5
2/5/19,17.8,22.5
2/6/19,3.6,5.5
2/7/19,-1.8,3.9
2/8/19,-7.6,-6.5
2/9/19,6.3,6.4
2/10/19,10.6,11.8
2/11/19,-1.1,5
2/12/19,6.4,11.7
2/13/19,12,14.5
2/14/19,19.9,24.3
2/15/19,24.3,27.9
2/16/19,9.3,14.2
2/17/19,6.6,10.2
2/18/19,1.6,0.1
2/19/19,0.3,3.6
2/20/19,-2.2,1.6
2/21/19,-1.7,0.1
2/22/19,-1.3,-1.1
2/23/19,-0.8,4.1
2/24/19,7.3,12.4
2/25/19,17.4,19.8
2/26/19,22.6,25.5
2/27/19,24.4,26.2
2/28/19,23.2,25.7
3/1/19,13.6,19.2
3/2/19,8.4,12.9
3/3/19,0.3,4.3
3/4/19,-2.2,0.7
3/5/19,-0.8,1
3/6/19,22.6,19.8
3/7/19,24.3,27.3
3/8/19,19.6,22.6
3/9/19,8.1,10.6
3/10/19,8.2,9.5
3/11/19,9,8.4
3/12/19,14,14.4
3/13/19,19.4,23
3/14/19,6.6,9
3/15/19,9.3,14.7
3/16/19,12.7,11.7
3/17/19,14.7,14.2
3/18/19,17.6,20.1
3/19/19,17.8,19.4
3/20/19,25.2,18.3
3/21/19,32.5,26.6
3/22/19,28.2,26.6
3/23/19,22.3,25.7
3/24/19,23.2,21.6
3/25/19,19.4,23.7
3/26/19,28.2,23.2
3/27/19,30.2,28.8
3/28/19,33.1,31.8
3/29/19,19,24.4
3/30/19,16,17.2
3/31/19,16.9,18.3
4/1/19,21.6,27.9
4/2/19,24.1,25.2
4/3/19,26.4,28
4/4/19,27,30.6
4/5/19,30.6,33.3
4/6/19,27.9,30.6
4/7/19,25.7,30.6
4/8/19,32.2,38.1
4/9/19,30.7,34.3
4/10/19,23.4,27.9
4/11/19,12.6,16.2
4/12/19,16.9,21.6
4/13/19,17.6,17.4
4/14/19,25.2,29.5
4/15/19,25.5,30.4
4/16/19,25.7,27.7
4/17/19,24.8,27.3
4/18/19,27.5,30.6
4/19/19,32.4,34
4/20/19,41,36.7
4/21/19,32,36.7
4/22/19,30.4,32.4
4/23/19,29.1,30.9
4/24/19,36,38.8
4/25/19,27.9,27.7
4/26/19,35.8,40.5
4/27/19,23.7,30.6
4/28/19,30.6,35.6
4/29/19,13.6,11.7
4/30/19,21.2,21.7
5/1/19,14.4,20.7
5/2/19,20.5,20.1
5/3/19,22.1,26.4
5/4/19,32.4,31.8
5/5/19,34.3,38.3
5/6/19,38.1,35.8
5/7/19,34.3,38.5
5/8/19,27.3,30.9
5/9/19,25,28.8
5/10/19,21,24.1
5/11/19,34.2,32.5
5/12/19,37.2,41.4
5/13/19,42.1,42.8
5/14/19,40.6,36.3
5/15/19,43.5,40.1
5/16/19,44.8,40.1
5/17/19,33.1,34.9
5/18/19,24.8,30.6
5/19/19,24.3,29.7
5/20/19,25.9,27.9
5/21/19,28.4,30.7
5/22/19,28,30.9
5/23/19,28.2,31.6
5/24/19,27.5,30
5/25/19,30,32.9
5/26/19,32,35.2
5/27/19,39.2,35.8
5/28/19,34.3,34.9
5/29/19,33.3,32.2
5/30/19,35.1,36.3
5/31/19,41.2,37.2
6/1/19,37,35.6
6/2/19,41.7,38.5
6/3/19,38.5,38.7
6/4/19,39.4,39
6/5/19,45.5,43
6/6/19,46.8,40.3
6/7/19,38.1,40.5
6/8/19,23.5,27.7
6/9/19,19.8,23
6/10/19,34.2,30.7
6/11/19,40.5,42.3
6/12/19,42.6,43.5
6/13/19,47.1,46.2
6/14/19,44.6,43.5
6/15/19,47.5,45.3
6/16/19,42.4,41.7
6/17/19,43.5,41.4
6/18/19,42.4,38.3
6/19/19,44.2,41.2
6/20/19,37.2,39.9
6/21/19,24.1,29.8
6/22/19,27.3,28.8
6/23/19,34.3,37.4
6/24/19,39.6,43.5
6/25/19,41.2,45
6/26/19,46,47.8
6/27/19,48.4,49.8
6/28/19,44.2,48
6/29/19,48.6,51.3
6/30/19,51.4,48.9
7/1/19,49.6,48
7/2/19,54.1,49.5
7/3/19,49.3,52
7/4/19,36,40.5
7/5/19,38.8,43.7
7/6/19,46.4,45.9
7/7/19,54,50
7/8/19,45.7,50.2
7/9/19,40.1,38.1
7/10/19,47.7,43.9
7/11/19,57.7,56.7
7/12/19,59.4,57.4
7/13/19,56.7,51.8
7/14/19,53.6,52.9
7/15/19,54.7,53.4
7/16/19,54.1,51.3
7/17/19,48.4,51.3
7/18/19,54.3,57.4
7/19/19,52.5,55.4
7/20/19,47.8,50.4
7/21/19,53.2,50.7
7/22/19,59.7,55
7/23/19,61.7,56.1
7/24/19,58.5,57.6
7/25/19,53.1,53.2
7/26/19,57.4,52.9
7/27/19,55.6,57
7/28/19,51.3,44.4
7/29/19,57,55.9
7/30/19,52.2,46
7/31/19,59.2,54
8/1/19,55.4,54.1
8/2/19,51.4,44.6
8/3/19,59.2,55.9
8/4/19,59,54.9
8/5/19,55.4,50.2
8/6/19,57.9,53.1
8/7/19,58.5,57
8/8/19,54.1,47.1
8/9/19,46.4,47.8
8/10/19,52,50
8/11/19,54.9,51.8
8/12/19,40.6,47.3
8/13/19,44.4,43.5
8/14/19,52.7,49.5
8/15/19,52.2,54.7
8/16/19,46.8,49.5
8/17/19,48,46.6
8/18/19,47.5,51.1
8/19/19,54.9,54.3
8/20/19,59.4,55.8
8/21/19,59.5,55.2
8/22/19,59,51.6
8/23/19,42.6,48
8/24/19,47.3,46.8
8/25/19,55.9,60.6
8/26/19,43.9,49.5
8/27/19,43.2,41.9
8/28/19,50.9,48
8/29/19,56.5,54.1
8/30/19,53.4,52.2
8/31/19,52.7,50.7
9/1/19,57.9,52.9
9/2/19,57.4,58.5
9/3/19,55.9,62.6
9/4/19,55.9,53.1
9/5/19,55.2,58.5
9/6/19,59.4,55.8
9/7/19,46,49.6
9/8/19,48.9,45.7
9/9/19,37,40.6
9/10/19,42.1,43.5
9/11/19,39.4,38.1
9/12/19,33.1,36.1
9/13/19,39.6,36.1
9/14/19,45.3,43.2
9/15/19,52.7,48.9
9/16/19,54.9,49.1
9/17/19,48,47.8
9/18/19,33.4,30.6
9/19/19,46.8,42.4
9/20/19,35.2,39.6
9/21/19,28.2,32
9/22/19,31.6,35.8
9/23/19,39.9,37.2
9/24/19,37,44.4
9/25/19,40.1,41.7
9/26/19,39.9,39.4
9/27/19,35.6,43.2
9/28/19,37.2,37.8
9/29/19,31.6,32
9/30/19,19.9,24.8
10/1/19,22.5,23.5
10/2/19,23.2,28.4
10/3/19,23.9,20.7
10/4/19,36.1,32.7
10/5/19,21.9,25.5
10/6/19,21.9,25.2
10/7/19,27.9,26.6
10/8/19,35.1,32.2
10/9/19,40.1,40.3
10/10/19,5,12.2
10/11/19,5,12.4
10/12/19,19.8,18
10/13/19,29.7,27
10/14/19,32,33.8
10/15/19,30.2,32.5
10/16/19,37.4,35.1
10/17/19,41.7,38.3
10/18/19,23,28.8
10/19/19,20.8,25
10/20/19,17.2,21.6
10/21/19,17.2,22.3
10/22/19,23.2,28.8
10/23/19,23,30
10/24/19,11.8,14.5
10/25/19,24.8,27.3
10/26/19,33.4,38.5
10/27/19,8.2,12.4
10/28/19,0.1,-2
10/29/19,3.6,9.5
10/30/19,-1.7,-3.5
10/31/19,11.3,2.8
11/1/19,13.1,14
11/2/19,17.4,15.8
11/3/19,23.5,27.1
11/4/19,25.2,29.5
11/5/19,27.1,31.8
11/6/19,26.6,30
11/7/19,21.6,20.8
11/8/19,27.9,27.5
11/9/19,33.8,32.2
11/10/19,30.9,36.7
11/11/19,19.6,22.5
11/12/19,24.3,19.2
11/13/19,25.9,31.8
11/14/19,19.8,22.1
11/15/19,33.1,30.4
11/16/19,29.5,35.1
11/17/19,21.9,25.2
11/18/19,28.8,33.4
11/19/19,33.4,32
11/20/19,25.2,29.1
11/21/19,23.7,22.3
11/22/19,17.1,16.5
11/23/19,14.9,16.3
11/24/19,18.3,21.7
11/25/19,17.6,23.7
11/26/19,3.6,5.5
11/27/19,5.9,6.6
11/28/19,17.1,16.5
11/29/19,19.4,17.1
11/30/19,9,14.4
12/1/19,4.6,7.9
12/2/19,17.8,19.8
12/3/19,19.6,24.3
12/4/19,18.3,20.1
12/5/19,21.9,21.7
12/6/19,19.8,24.3
12/7/19,23.7,20.1
12/8/19,26.2,27.5
12/9/19,15.3,18
12/10/19,13.3,18
12/11/19,14.2,12.7
12/12/19,19.8,23.7
12/13/19,20.3,24.6
12/14/19,14,16.9
12/15/19,7.5,7
12/16/19,3.2,3.2
12/17/19,2.3,-2
12/18/19,13.8,7
12/19/19,13.1,16.3
12/20/19,18,22.5
12/21/19,21.7,19
12/22/19,30.9,23.5
12/23/19,30.7,23.4
12/24/19,24.6,25.2
12/25/19,18.3,19.8
12/26/19,9.9,9
12/27/19,5.5,10.2
12/28/19,1.9,0.1
12/29/19,-1.3,-0.4
12/30/19,4.3,0.3
12/31/19,7.2,1.2
1/1/20,13.3,19.8
1/2/20,15.1,19.9
1/3/20,13.1,17.8
1/4/20,19.2,19.2
1/5/20,9.3,15.8
1/6/20,10.6,15.4
1/7/20,16.2,21
1/8/20,21.2,22.3
1/9/20,12.2,16.9
1/10/20,2.3,8.1
1/11/20,7.7,7.5
1/12/20,11.5,16.2
1/13/20,9.3,12.2
1/14/20,11.1,10.6
1/15/20,4.6,10
1/16/20,10.6,5.4
1/17/20,21.2,15.8
1/18/20,4.6,9.5
1/19/20,12.2,16.2
1/20/20,19.9,12.2
1/21/20,29.1,23.5
1/22/20,20.7,25.2
1/23/20,12.2,16
1/24/20,21.2,24.4
1/25/20,20.8,25
1/26/20,20.5,25.2
1/27/20,23.4,27.5
1/28/20,12.7,16.5
1/29/20,18.7,21.6
1/30/20,14.5,18.9
1/31/20,10.9,9.1
2/1/20,22.1,26.8
2/2/20,27.9,24.4
2/3/20,12.2,16.3
2/4/20,-2.9,-2.2
2/5/20,-2.6,4.6
2/6/20,10.4,16.9
2/7/20,16.9,21.6
2/8/20,21.6,25.9
2/9/20,8.8,9.5
2/10/20,8.8,14
2/11/20,-1.1,1
2/12/20,11.5,16.3
2/13/20,9.1,14.5
2/14/20,13.6,11.7
2/15/20,7.5,10.6
2/16/20,14.5,18.7
2/17/20,6.8,12.7
2/18/20,1.6,0.3
2/19/20,-4.4,-2.7
2/20/20,0.3,-2.7
2/21/20,18.3,9.5
2/22/20,14.9,15.3
2/23/20,17.8,14.5
2/24/20,11.5,16
2/25/20,7.2,8.4
2/26/20,4.1,6.8
2/27/20,12.4,16.7
2/28/20,16,17.6
2/29/20,25.2,23.2
3/1/20,15.1,19.8
3/2/20,5,8.6
3/3/20,15.1,20.7
3/4/20,21.6,27
3/5/20,15.4,21.9
3/6/20,31.6,24.6
3/7/20,34.3,27.5
3/8/20,27,30.4
3/9/20,19.6,20.8
3/10/20,20.1,24.3
3/11/20,21.9,22.6
3/12/20,22.1,28
3/13/20,13.1,12.9
3/14/20,22.5,18.3
3/15/20,26.2,27.1
3/16/20,23.4,26.8
3/17/20,26.4,23.5
3/18/20,27.1,27
3/19/20,18.7,21.4
3/20/20,21.7,23.9
3/21/20,21.2,20.7
3/22/20,19.4,22.3
3/23/20,21.9,19.6
3/24/20,22.6,28.8
3/25/20,18.7,23
3/26/20,12.7,16.3
3/27/20,5,6.4
3/28/20,13.8,18
3/29/20,18.3,20.3
3/30/20,21.7,23.5
3/31/20,23.7,26.8
4/1/20,20.3,24.1
4/2/20,10.9,14.7
4/3/20,6.1,5
4/4/20,14,14.5
4/5/20,27.1,26.6
4/6/20,27.5,28.8
4/7/20,27.1,30.6
4/8/20,28.8,32.7
4/9/20,27,28
4/10/20,31.3,36.3
4/11/20,31.8,36.1
4/12/20,10.6,16
4/13/20,1.4,7
4/14/20,6.1,10.6
4/15/20,18.3,24.1
4/16/20,13.1,16
4/17/20,9.3,9
4/18/20,22.1,17.6
4/19/20,30,27.5
4/20/20,27.7,30.9
4/21/20,30.9,29.7
4/22/20,30.9,33.8
4/23/20,29.8,32.5
4/24/20,25.5,28.8
4/25/20,26.6,28.8
4/26/20,36.1,39.2
4/27/20,35.8,33.4
4/28/20,31.3,35.6
4/29/20,34.3,34.9
4/30/20,47.7,43.7
5/1/20,34.7,33.8
5/2/20,32.5,32.2
5/3/20,37.4,36.3
5/4/20,27.1,30.2
5/5/20,26.6,32.4
5/6/20,38.8,34.2
5/7/20,18.3,26.2
5/8/20,29.1,27.3
5/9/20,27.7,27.5
5/10/20,32.2,31.6
5/11/20,40.6,35.8
5/12/20,40.5,36.5
5/13/20,28.8,32
5/14/20,27,30.4
5/15/20,28.4,32.2
5/16/20,23.2,29.1
5/17/20,39.4,35.8
5/18/20,50.9,45.5
5/19/20,37.8,43.5
5/20/20,30.6,36.1
5/21/20,25.3,30.4
5/22/20,28.8,32
5/23/20,27.1,31.8
5/24/20,24.3,27.5
5/25/20,30.2,30
5/26/20,38.7,39.2
5/27/20,42.1,40.8
5/28/20,44.4,41.4
5/29/20,46.2,44.8
5/30/20,53.6,47.1
5/31/20,50.7,50.9
6/1/20,49.5,45.3
6/2/20,45,46
6/3/20,45.5,48
6/4/20,49.1,51.6
6/5/20,47.5,45.7
6/6/20,58.3,53.8
6/7/20,31.8,35.1
6/8/20,21.7,26.8
6/9/20,26.6,30.2
6/10/20,32.4,39
6/11/20,44.2,40.1
6/12/20,51.4,45.5
6/13/20,57.4,50.4
6/14/20,34.2,40.5
6/15/20,34.3,37.8
6/16/20,40.8,46.6
6/17/20,33.1,36.1
6/18/20,29.5,33.4
6/19/20,34.2,35.1
6/20/20,43.2,39.6
6/21/20,45.9,44.2
6/22/20,44.1,43.5
6/23/20,46,48.2
6/24/20,50.4,49.6
6/25/20,50.4,51.6
6/26/20,46.2,42.6
6/27/20,52.7,49.5
6/28/20,44.2,47.8
6/29/20,32,36
6/30/20,30.4,32.4
7/1/20,34.5,33.1
7/2/20,38.3,42.6
7/3/20,47.7,51.1
7/4/20,53.2,50.7
7/5/20,53.8,51.6
7/6/20,51.6,50
7/7/20,55.6,51.3
7/8/20,47.5,48.9
7/9/20,42.8,42.6
7/10/20,54.7,51.3
7/11/20,51.6,51.3
7/12/20,57.9,57
7/13/20,52,56.1
7/14/20,46.4,47.3
7/15/20,46.2,44.4
7/16/20,49.6,48.2
7/17/20,54.3,54.9
7/18/20,54.7,60.8
7/19/20,52.9,50.2
7/20/20,55.4,51.3
7/21/20,52.2,50.9
7/22/20,58.6,54.3
7/23/20,49.8,49.6
7/24/20,49.5,46
7/25/20,51.3,49.3
7/26/20,51.3,46
7/27/20,55.8,52.5
7/28/20,57,56.7
7/29/20,46.2,46.4
7/30/20,50.7,46.6
7/31/20,61.2,53.2
8/1/20,62.6,59.5
8/2/20,62.1,55.4
8/3/20,64.8,57.7
8/4/20,54.3,52.7
8/5/20,53.1,52.2
8/6/20,59,59.2
8/7/20,56.1,54
8/8/20,49.5,49.8
8/9/20,54.9,57.2
8/10/20,52.2,51.4
8/11/20,52.2,51.4
8/12/20,54.1,54
8/13/20,54,52.5
8/14/20,50.4,57.2
8/15/20,53.1,49.1
8/16/20,55.9,53.1
8/17/20,59.9,56.5
8/18/20,61.5,60.6
8/19/20,61.9,59.7
8/20/20,57.7,54
8/21/20,54.9,57
8/22/20,59.7,56.8
8/23/20,61,59.5
8/24/20,61.7,56.1
8/25/20,59.4,54
8/26/20,51.4,46.4
8/27/20,53.1,55
8/28/20,48,48
8/29/20,52.9,50.2
8/30/20,53.1,56.7
8/31/20,39.4,39.4
9/1/20,31.6,31.5
9/2/20,42.6,45.9
9/3/20,50.9,53.2
9/4/20,54,54.3
9/5/20,62.8,55.9
9/6/20,60.1,61.9
9/7/20,53.1,54.3
9/8/20,21.9,25
9/9/20,30,23.4
9/10/20,42.4,35.8
9/11/20,44.1,39
9/12/20,46.8,45.9
9/13/20,48.9,47.7
9/14/20,52.5,48.6
9/15/20,54.7,
9/16/20,50.7,
9/17/20,51.1,
9/18/20,55.9,
9/19/20,54,51.6
9/20/20,33.8,38.1
9/21/20,40.8,37.4
9/22/20,50.7,47.1
9/23/20,48.2,48
9/24/20,50.4,48.4
9/25/20,44.8,49.1
9/26/20,42.4,48.2
9/27/20,30,35.1
9/28/20,26.6,27.9
9/29/20,41.2,36.9
9/30/20,43.2,42.3
10/1/20,43.5,41.4
10/2/20,46.4,47.7
10/3/20,43.5,41.9
10/4/20,43.2,43.5
10/5/20,47.1,51.1
10/6/20,41.9,43.2
10/7/20,47.1,44.4
10/8/20,48.6,46.6
10/9/20,45.5,48.9
10/10/20,45.7,41.9
10/11/20,31.6,34
10/12/20,24.6,27.9
10/13/20,30.6,35.2
10/14/20,36.7,42.4
10/15/20,21.4,27.5
10/16/20,23.2,28.2
10/17/20,33.4,38.3
10/18/20,32.4,38.3
10/19/20,33.3,39.2
10/20/20,33.4,40.1
10/21/20,31.8,38.1
10/22/20,22.3,28.2
10/23/20,9.3,11.5
10/24/20,19.9,25
10/25/20,9.9,11.3
10/26/20,3,-3.3
10/27/20,14.4,15.4
10/28/20,26.6,25.5
10/29/20,28,29.8
10/30/20,34,30.2
10/31/20,33.1,37
11/1/20,32.4,27.9
11/2/20,37.9,32.5
11/3/20,40.1,36.9
11/4/20,40.5,39.6
11/5/20,36.9,40.6
11/6/20,40.5,37
11/7/20,43.2,39.6
11/8/20,22.5,26.6
11/9/20,11.5,17.2
11/10/20,7.5,12.6
11/11/20,10,15.3
11/12/20,5,10.8
11/13/20,10.6,9.9
11/14/20,19,23.2
11/15/20,12.4,15.8
11/16/20,21.7,25.5
11/17/20,26.6,29.1
11/18/20,40.3,32.2
11/19/20,24.8,28.8
11/20/20,14.7,19.4
11/21/20,9.9,8.4
11/22/20,10.6,6.4
11/23/20,22.5,15.4
11/24/20,8.1,9.7
11/25/20,11.8,10.9
11/26/20,9,12.2
11/27/20,7.7,7.3
11/28/20,21.9,11.5
11/29/20,15.3,11.1
11/30/20,23,14
12/1/20,11.5,16.5
12/2/20,7.3,8.1
12/3/20,15.6,4.6
12/4/20,28.4,14.9
12/5/20,37,21.6
12/6/20,32,21
12/7/20,29.1,18.9
12/8/20,29.3,25.3
12/9/20,37.8,24.1
12/10/20,19.9,24.4
12/11/20,16.3,15.8
12/12/20,6.4,10.2
12/13/20,2.1,3.2
12/14/20,12.4,13.5
