Date,Grand Targhee (1082) Air Temperature Observed (degF) Start of Day Values,Phillips Bench (689) Air Temperature Observed (degF) Start of Day Values
2023-07-02,49.6,42.6
2023-07-03,54.0,57.2
2023-07-04,49.3,51.4
2023-07-05,40.8,41.9
2023-07-06,48.4,45.3
2023-07-07,49.5,48.2
2023-07-08,48.0,46.4
2023-07-09,49.5,47.1
2023-07-10,57.6,53.2
2023-07-11,57.4,59.7
2023-07-12,52.5,57.4
2023-07-13,58.8,55.8
2023-07-14,51.1,54.0
2023-07-15,53.2,51.6
2023-07-16,56.7,54.3
2023-07-17,62.6,59.2
2023-07-18,58.5,58.8
2023-07-19,57.6,59.4
2023-07-20,59.4,54.3
2023-07-21,54.9,50.7
2023-07-22,60.6,55.0
2023-07-23,63.9,59.7
2023-07-24,63.0,57.7
2023-07-25,46.8,49.1
2023-07-26,54.9,54.1
2023-07-27,59.5,59.5
2023-07-28,53.6,52.5
2023-07-29,60.4,56.5
2023-07-30,63.5,57.0
2023-07-31,59.4,57.9
2023-08-01,57.7,49.1
2023-08-02,55.6,55.9
2023-08-03,50.7,50.7
2023-08-04,46.8,49.3
2023-08-05,46.4,45.3
2023-08-06,44.8,43.7
2023-08-07,45.9,40.3
2023-08-08,45.7,44.1
2023-08-09,40.8,42.1
2023-08-10,52.9,52.2
2023-08-11,50.0,53.4
2023-08-12,53.6,54.1
2023-08-13,51.4,50.7
2023-08-14,51.8,48.9
2023-08-15,55.6,53.4
2023-08-16,61.5,60.1
2023-08-17,58.8,58.5
2023-08-18,58.8,52.5
2023-08-19,56.8,55.8
2023-08-20,53.8,51.1
2023-08-21,52.5,51.1
2023-08-22,50.4,49.6
2023-08-23,49.1,45.9
2023-08-24,50.2,49.3
2023-08-25,54.0,50.7
2023-08-26,53.4,52.0
2023-08-27,53.6,52.2
2023-08-28,48.6,45.7
2023-08-29,54.7,50.2
2023-08-30,50.4,55.9
2023-08-31,38.8,46.4
2023-09-01,54.9,52.0
2023-09-02,50.0,47.8
2023-09-03,50.0,48.6
2023-09-04,43.0,42.6
2023-09-05,39.4,40.6
2023-09-06,41.2,40.6
2023-09-07,43.9,46.0
2023-09-08,50.4,46.2
2023-09-09,49.3,47.7
2023-09-10,47.5,45.9
2023-09-11,45.5,45.7
2023-09-12,50.2,45.9
2023-09-13,51.3,46.6
2023-09-14,40.5,39.9
2023-09-15,42.6,40.8
2023-09-16,42.6,42.8
2023-09-17,47.8,43.5
2023-09-18,48.2,47.8
2023-09-19,46.8,47.7
2023-09-20,42.1,40.8
2023-09-21,33.3,37.9
2023-09-22,35.1,35.2
2023-09-23,28.8,32.4
2023-09-24,35.2,31.8
2023-09-25,44.4,40.1
2023-09-26,47.8,45.9
2023-09-27,46.2,45.3
2023-09-28,36.9,39.6
2023-09-29,38.5,39.4
2023-09-30,50.0,45.9
2023-10-01,46.8,45.9
2023-10-02,37.0,33.1
2023-10-03,30.2,32.5
2023-10-04,30.9,32.4
2023-10-05,33.1,36.7
2023-10-06,36.1,40.8
2023-10-07,37.4,36.7
2023-10-08,39.9,39.9
2023-10-09,43.7,40.5
2023-10-10,42.8,42.8
2023-10-11,32.0,36.1
2023-10-12,27.1,30.9
2023-10-13,30.0,31.6
2023-10-14,32.0,34.5
2023-10-15,32.7,32.5
2023-10-16,40.8,38.1
2023-10-17,44.6,43.5
2023-10-18,37.2,42.4
2023-10-19,40.1,38.1
2023-10-20,43.7,43.9
2023-10-21,41.4,41.9
2023-10-22,39.9,39.6
2023-10-23,43.2,42.1
2023-10-24,32.9,36.5
2023-10-25,36.1,31.8
2023-10-26,26.4,29.8
2023-10-27,12.2,13.8
2023-10-28,14.9,17.8
2023-10-29,4.3,6.4
2023-10-30,6.4,8.6
2023-10-31,13.5,14.9
2023-11-01,24.8,23.5
2023-11-02,27.7,29.3
2023-11-03,30.2,33.4
2023-11-04,28.8,30.4
2023-11-05,31.6,36.3
2023-11-06,29.3,33.1
2023-11-07,23.7,27.9
2023-11-08,20.7,25.0
2023-11-09,14.7,20.1
2023-11-10,17.2,19.2
2023-11-11,20.3,25.5
2023-11-12,23.2,28.8
2023-11-13,36.7,28.2
2023-11-14,30.2,29.1
2023-11-15,32.0,30.4
2023-11-16,32.9,35.2
2023-11-17,25.5,27.0
2023-11-18,27.3,25.2
2023-11-19,26.4,28.4
2023-11-20,20.5,25.7
2023-11-21,21.0,15.1
2023-11-22,30.6,26.6
2023-11-23,22.5,26.4
2023-11-24,15.1,16.7
2023-11-25,12.0,13.8
2023-11-26,7.2,6.8
2023-11-27,10.2,8.6
2023-11-28,21.9,14.9
2023-11-29,21.7,19.4
2023-11-30,16.2,14.9
2023-12-01,12.7,17.6
2023-12-02,11.7,16.7
2023-12-03,12.4,17.4
2023-12-04,24.8,29.3
2023-12-05,27.5,30.9
2023-12-06,28.2,27.1
2023-12-07,31.6,31.8
2023-12-08,15.6,19.4
2023-12-09,9.0,11.8
2023-12-10,7.2,10.9
2023-12-11,18.7,20.3
2023-12-12,20.7,23.4
2023-12-13,21.4,20.5
2023-12-14,22.1,17.1
2023-12-15,17.4,18.7
2023-12-16,28.0,18.3
2023-12-17,22.3,22.5
2023-12-18,27.5,19.8
2023-12-19,30.7,25.7
2023-12-20,29.5,28.8
2023-12-21,28.2,30.4
2023-12-22,27.3,30.0
2023-12-23,26.2,28.4
2023-12-24,6.8,11.1
2023-12-25,2.7,0.3
2023-12-26,18.0,5.0
2023-12-27,17.1,8.2
2023-12-28,27.0,14.2
2023-12-29,26.8,20.1
2023-12-30,29.3,23.4
2023-12-31,29.8,28.8
2024-01-01,22.1,19.9
2024-01-02,17.4,16.7
2024-01-03,18.7,14.7
2024-01-04,17.4,17.8
2024-01-05,13.8,16.5
2024-01-06,8.4,11.8
2024-01-07,9.1,12.9
2024-01-08,-0.6,2.7
2024-01-09,4.6,9.7
2024-01-10,8.2,13.3
2024-01-11,2.8,5.5
2024-01-12,4.6,9.9
2024-01-13,-12.1,-4.2
2024-01-14,11.5,6.4
2024-01-15,2.1,8.1
2024-01-16,-9.6,-10.7
2024-01-17,13.3,10.2
2024-01-18,20.5,24.8
2024-01-19,17.2,21.7
2024-01-20,26.8,24.8
2024-01-21,23.0,27.1
2024-01-22,22.5,26.8
2024-01-23,21.9,24.8
2024-01-24,21.4,25.0
2024-01-25,18.0,21.0
2024-01-26,19.0,18.9
2024-01-27,13.3,13.1
2024-01-28,23.5,24.3
2024-01-29,29.3,32.2
2024-01-30,30.7,24.4
2024-01-31,32.5,26.2
2024-02-01,28.4,23.4
2024-02-02,30.2,28.2
2024-02-03,21.2,25.5
2024-02-04,15.4,19.9
2024-02-05,19.2,17.4
2024-02-06,25.0,25.0
2024-02-07,25.9,28.4
2024-02-08,14.7,18.3
2024-02-09,11.1,14.0
2024-02-10,5.0,4.6
2024-02-11,2.7,10.6
2024-02-12,11.1,12.7
2024-02-13,15.1,20.1
2024-02-14,15.6,20.8
2024-02-15,20.5,21.6
2024-02-16,18.3,22.5
2024-02-17,1.4,2.8
2024-02-18,17.1,11.5
2024-02-19,19.2,23.2
2024-02-20,23.2,25.9
2024-02-21,17.2,21.2
2024-02-22,19.6,19.4
2024-02-23,17.4,21.6
2024-02-24,18.3,21.7
2024-02-25,22.6,27.9
2024-02-26,25.2,30.4
2024-02-27,6.4,12.9
2024-02-28,3.9,9.0
2024-02-29,18.9,17.1
2024-03-01,24.1,27.9
2024-03-02,20.1,22.1
2024-03-03,5.0,9.7
2024-03-04,3.6,8.2
2024-03-05,3.9,9.1
2024-03-06,19.2,23.5
2024-03-07,14.9,19.2
2024-03-08,2.7,5.0
2024-03-09,11.8,9.7
2024-03-10,18.0,16.3
2024-03-11,23.5,24.4
2024-03-12,21.9,24.1
2024-03-13,17.8,20.5
2024-03-14,18.3,19.8
2024-03-15,19.6,23.2
2024-03-16,29.7,28.0
2024-03-17,27.0,30.6
2024-03-18,25.7,27.1
2024-03-19,26.6,27.1
2024-03-20,26.2,25.9
2024-03-21,33.3,34.3
2024-03-22,23.5,25.9
2024-03-23,27.0,30.7
2024-03-24,19.9,24.1
2024-03-25,13.3,12.9
2024-03-26,11.1,14.7
2024-03-27,16.3,20.5
2024-03-28,21.7,24.4
2024-03-29,16.9,21.2
2024-03-30,19.4,16.9
2024-03-31,24.1,25.3
2024-04-01,22.1,24.3
2024-04-02,19.6,20.7
2024-04-03,30.0,29.3
2024-04-04,34.9,31.3
2024-04-05,36.9,36.5
2024-04-06,16.5,21.6
2024-04-07,16.3,20.7
2024-04-08,17.2,20.5
2024-04-09,17.1,21.9
2024-04-10,24.6,28.0
2024-04-11,25.7,26.2
2024-04-12,34.9,31.6
2024-04-13,43.5,38.1
2024-04-14,37.8,35.1
2024-04-15,32.5,36.7
2024-04-16,30.2,35.2
2024-04-17,26.4,32.7
2024-04-18,5.5,10.6
2024-04-19,15.3,17.6
2024-04-20,21.2,19.4
2024-04-21,27.9,26.8
2024-04-22,27.3,34.3
2024-04-23,27.5,27.9
2024-04-24,36.5,34.0
2024-04-25,35.6,35.8
2024-04-26,30.7,31.6
2024-04-27,30.6,32.2
2024-04-28,27.9,31.6
2024-04-29,26.4,30.4
2024-04-30,16.3,23.2
2024-05-01,20.3,25.5
2024-05-02,13.3,14.2
2024-05-03,21.6,25.3
2024-05-04,19.6,18.3
2024-05-05,41.2,40.5
2024-05-06,21.7,27.0
2024-05-07,21.2,25.3
2024-05-08,17.1,21.6
2024-05-09,23.2,25.2
2024-05-10,31.3,32.4
2024-05-11,34.0,34.7
2024-05-12,38.8,40.1
2024-05-13,42.8,41.2
2024-05-14,31.3,34.5
2024-05-15,33.3,31.5
2024-05-16,38.1,40.3
2024-05-17,40.6,45.3
2024-05-18,25.2,30.4
2024-05-19,39.6,40.3
2024-05-20,26.8,28.0
2024-05-21,22.1,28.2
2024-05-22,30.7,31.6
2024-05-23,20.7,26.2
2024-05-24,25.3,28.2
2024-05-25,34.7,35.2
2024-05-26,30.6,36.1
2024-05-27,34.9,35.2
2024-05-28,42.1,37.4
2024-05-29,48.0,42.8
2024-05-30,28.8,33.4
2024-05-31,30.9,30.2
2024-06-01,35.1,35.2
2024-06-02,42.1,44.6
2024-06-03,43.2,45.5
2024-06-04,36.1,39.6
2024-06-05,43.5,47.8
2024-06-06,48.2,44.6
2024-06-07,51.1,49.1
2024-06-08,47.1,46.2
2024-06-09,53.2,47.7
2024-06-10,47.7,44.8
2024-06-11,45.9,44.6
2024-06-12,53.6,55.0
2024-06-13,49.5,51.4
2024-06-14,51.8,55.4
2024-06-15,50.9,50.4
2024-06-16,39.4,46.2
2024-06-17,46.2,44.2
2024-06-18,23.5,28.4
2024-06-19,32.4,30.6
2024-06-20,41.2,40.1
2024-06-21,52.0,51.3
2024-06-22,51.8,47.5
2024-06-23,55.9,56.5
2024-06-24,57.0,58.5
2024-06-25,54.1,56.5
2024-06-26,57.2,58.3
2024-06-27,53.8,54.9
2024-06-28,40.8,46.6
2024-06-29,44.6,42.8
2024-06-30,57.6,53.8
2024-07-01,51.8,55.2
2024-07-02,36.1,38.1
2024-07-03,44.8,41.9
2024-07-04,40.1,40.8
2024-07-05,45.3,44.1
2024-07-06,49.6,51.4
2024-07-07,49.5,51.3
2024-07-08,48.6,48.4
2024-07-09,54.0,52.9
2024-07-10,58.3,55.0
2024-07-11,60.8,58.6
2024-07-12,63.5,63.7
2024-07-13,60.1,61.5
2024-07-14,63.0,62.6
2024-07-15,53.8,49.3
2024-07-16,54.9,54.0
2024-07-17,57.7,48.9
2024-07-18,59.0,53.6
2024-07-19,60.4,56.7
2024-07-20,59.9,57.0
2024-07-21,55.6,51.8
2024-07-22,57.7,54.9
2024-07-23,58.8,56.8
2024-07-24,61.2,55.8
2024-07-25,64.2,62.8
2024-07-26,54.1,51.1
2024-07-27,55.6,52.7
2024-07-28,48.9,44.4
2024-07-29,51.8,52.9
2024-07-30,55.9,55.6
2024-07-31,45.3,46.4
2024-08-01,50.4,49.1
2024-08-02,57.4,55.9
2024-08-03,65.3,60.6
2024-08-04,65.1,66.4
2024-08-05,56.7,56.7
2024-08-06,58.3,54.0
2024-08-07,60.8,60.1
2024-08-08,54.1,50.7
2024-08-09,55.4,53.1
2024-08-10,53.2,54.3
2024-08-11,46.4,47.5
2024-08-12,58.6,54.3
2024-08-13,,48.2
2024-08-14,,42.1
2024-08-15,46.4,48.7
2024-08-16,38.8,44.2
2024-08-17,57.0,52.2
2024-08-18,52.0,50.4
2024-08-19,36.3,48.6
2024-08-20,58.3,55.8
2024-08-21,57.4,54.5
2024-08-22,51.8,50.0
2024-08-23,56.3,53.8
2024-08-24,37.0,49.1
2024-08-25,43.3,45.0
2024-08-26,104.2,42.1
2024-08-27,43.2,41.9
2024-08-28,53.1,47.7
2024-08-29,38.8,41.0
2024-08-30,46.8,45.3
2024-08-31,51.4,48.6
2024-09-01,57.6,52.9
2024-09-02,60.3,56.8
2024-09-03,53.6,49.1
2024-09-04,47.5,45.9
2024-09-05,49.1,43.5
2024-09-06,50.7,50.2
2024-09-07,51.8,51.8
2024-09-08,54.9,52.0
2024-09-09,51.8,53.6
2024-09-10,51.8,55.0
2024-09-11,25.5,44.1
2024-09-12,-67.7,39.4
2024-09-13,-108.8,36.5
2024-09-14,-90.6,36.3
2024-09-15,-62.5,43.5
2024-09-16,-37.5,46.6
2024-09-17,-40.9,43.5
2024-09-18,-108.4,36.3
2024-09-19,17.4,39.4
2024-09-20,41.2,39.6
2024-09-21,39.7,40.8
2024-09-22,41.4,39.6
2024-09-23,40.5,43.2
2024-09-24,42.6,44.8
2024-09-25,57.0,49.5
2024-09-26,52.9,52.3
2024-09-27,51.3,47.7
2024-09-28,53.8,48.9
2024-09-29,56.5,52.9
2024-09-30,46.0,50.7
2024-10-01,35.6,33.8
2024-10-02,44.6,51.1
2024-10-03,39.0,41.5
2024-10-04,44.2,43.0
2024-10-05,50.7,54.7
2024-10-06,41.5,39.0
2024-10-07,45.7,43.2
2024-10-08,43.3,41.4
2024-10-09,49.3,46.9
2024-10-10,48.4,47.1
2024-10-11,49.8,49.8
2024-10-12,47.3,48.0
2024-10-13,50.5,45.1
2024-10-14,46.8,43.7
2024-10-15,45.9,45.3
2024-10-16,49.5,44.2
2024-10-17,35.1,38.3
2024-10-18,26.6,30.2
2024-10-19,26.1,27.0
2024-10-20,39.7,34.9
2024-10-21,36.0,38.8
2024-10-22,37.8,41.4
2024-10-23,34.7,39.0
2024-10-24,30.0,32.5
2024-10-25,27.0,23.0
2024-10-26,41.0,37.2
2024-10-27,42.8,36.9
2024-10-28,34.9,37.8
2024-10-29,22.8,28.6
2024-10-30,19.6,22.5
2024-10-31,15.4,16.3
2024-11-01,16.0,19.0
2024-11-02,28.0,23.7
2024-11-03,21.0,25.0
2024-11-04,14.4,15.6
2024-11-05,20.3,23.9
