Date,Grand Targhee (1082) Air Temperature Average (degF),Phillips Bench Air temp F
7/1/15,61.9,64.9
7/2/15,62.4,64.6
7/3/15,62.8,64.8
7/4/15,62.4,66.7
7/5/15,53.6,57.4
7/6/15,52,52.2
7/7/15,53.6,55.9
7/8/15,49.1,51.3
7/9/15,50,51.3
7/10/15,47.3,48.4
7/11/15,49.3,53.6
7/12/15,52.3,57.0
7/13/15,51.1,54.0
7/14/15,53.6,56.5
7/15/15,48.9,51.3
7/16/15,52.5,56.5
7/17/15,46.4,53.6
7/18/15,45.1,47.5
7/19/15,48.6,52.0
7/20/15,52.5,52.0
7/21/15,55.2,56.8
7/22/15,53.4,55.0
7/23/15,48.9,53.2
7/24/15,51.6,54.0
7/25/15,54.1,55.6
7/26/15,57.9,59.7
7/27/15,41.5,47.1
7/28/15,38.8,44.1
7/29/15,48.7,51.3
7/30/15,55.8,57.2
7/31/15,59.2,61.2
8/1/15,61.3,63.3
8/2/15,63.5,64.4
8/3/15,54.9,57.6
8/4/15,52.5,56.8
8/5/15,50,53.2
8/6/15,49.8,53.6
8/7/15,52.5,55.0
8/8/15,44.1,47.1
8/9/15,49.3,51.6
8/10/15,56.5,56.8
8/11/15,61.2,61.5
8/12/15,57.9,60.4
8/13/15,60.8,61.5
8/14/15,58.5,59.5
8/15/15,56.3,60.4
8/16/15,53.1,57.9
8/17/15,49.8,54.0
8/18/15,46.6,49.6
8/19/15,48.7,52.0
8/20/15,52.7,55.6
8/21/15,54.5,59.5
8/22/15,46.2,51.3
8/23/15,53.4,53.8
8/24/15,60.4,61.3
8/25/15,62.8,63.7
8/26/15,54.5,53.4
8/27/15,53.2,53.2
8/28/15,57.7,58.8
8/29/15,59.4,61.2
8/30/15,53.1,56.8
8/31/15,50,55.4
9/1/15,56.5,59.0
9/2/15,58.5,60.3
9/3/15,54.5,58.1
9/4/15,53.4,55.6
9/5/15,39.4,44.6
9/6/15,37,41.5
9/7/15,42.3,47.8
9/8/15,45.3,49.5
9/9/15,50.7,53.6
9/10/15,52.9,55.6
9/11/15,55.6,56.5
9/12/15,56.5,58.1
9/13/15,55.8,58.1
9/14/15,50.9,56.8
9/15/15,40.8,43.9
9/16/15,34.3,38.3
9/17/15,33.4,36.3
9/18/15,35.4,38.3
9/19/15,40.3,43.5
9/20/15,46.2,49.1
9/21/15,50.7,52.7
9/22/15,54.7,55.0
9/23/15,54,55.2
9/24/15,55.2,55.6
9/25/15,58.3,57.7
9/26/15,56.3,58.5
9/27/15,52.2,55.8
9/28/15,48.9,52.9
9/29/15,50.4,51.3
9/30/15,52.5,54.0
10/1/15,52.9,53.6
10/2/15,40.8,43.7
10/3/15,38.8,42.1
10/4/15,41.7,42.3
10/5/15,45.5,46.4
10/6/15,44.8,44.8
10/7/15,44.4,47.1
10/8/15,43.5,47.8
10/9/15,48.6,49.3
10/10/15,52.3,52.5
10/11/15,41.5,46.8
10/12/15,44.1,45.7
10/13/15,46.4,50.7
10/14/15,46.6,49.8
10/15/15,47.7,47.5
10/16/15,49.6,47.5
10/17/15,49.6,50.2
10/18/15,42.8,46.9
10/19/15,38.3,41.0
10/20/15,34,37.4
10/21/15,37.2,37.2
10/22/15,36.5,40.6
10/23/15,33.3,37.4
10/24/15,35.8,39.4
10/25/15,39.4,41.5
10/26/15,33.1,37.2
10/27/15,26.8,31.6
10/28/15,30,33.6
10/29/15,29.1,33.4
10/30/15,26.4,31.8
10/31/15,34.5,39.2
11/1/15,33.3,37.4
11/2/15,32.2,33.1
11/3/15,30.4,32.5
11/4/15,21.7,26.8
11/5/15,18.3,23.4
11/6/15,17.6,22.1
11/7/15,22.5,22.5
11/8/15,29.7,27.3
11/9/15,28.2,29.7
11/10/15,19.2,24.3
11/11/15,15.4,22.6
11/12/15,19.8,25.7
11/13/15,23.9,28.0
11/14/15,33.3,31.6
11/15/15,32.2,31.3
11/16/15,21.4,26.4
11/17/15,16.3,23.0
11/18/15,16.2,22.8
11/19/15,20.1,25.9
11/20/15,10.9,17.1
11/21/15,12.6,14.4
11/22/15,25.5,22.3
11/23/15,31.3,28.8
11/24/15,30.2,30.2
11/25/15,23.7,24.4
11/26/15,11.1,14.0
11/27/15,14.9,13.5
11/28/15,16,17.4
11/29/15,9.1,12.4
11/30/15,5.4,9.3
12/1/15,12.9,7.9
12/2/15,19.4,19.4
12/3/15,30.2,26.4
12/4/15,24.6,28.4
12/5/15,18.1,21.4
12/6/15,26.8,26.1
12/7/15,27.9,32.5
12/8/15,30.9,34.9
12/9/15,27.9,33.6
12/10/15,23.4,26.1
12/11/15,17.4,21.2
12/12/15,16.5,19.9
12/13/15,23.5,24.1
12/14/15,18.5,22.6
12/15/15,12.6,15.6
12/16/15,8.4,14.5
12/17/15,5.9,10.8
12/18/15,22.8,26.8
12/19/15,25.2,27.7
12/20/15,17.1,22.1
12/21/15,18,21.7
12/22/15,14.2,19.4
12/23/15,9.3,13.6
12/24/15,9.7,14.2
12/25/15,8.8,10.0
12/26/15,1,2.7
12/27/15,14.5,5.4
12/28/15,8.6,7.0
12/29/15,4.8,6.6
12/30/15,0.9,5.4
12/31/15,3.7,0.5
1/1/16,17.4,8.1
1/2/16,18.9,15.1
1/3/16,27.7,24.4
1/4/16,29.5,28.2
1/5/16,26.2,28.0
1/6/16,25.9,28.0
1/7/16,21.7,26.1
1/8/16,17.6,21.6
1/9/16,13.1,18.5
1/10/16,9.1,11.8
1/11/16,9.9,7.7
1/12/16,15.8,16.0
1/13/16,23,23.2
1/14/16,15.6,21.0
1/15/16,11.5,16.0
1/16/16,15.8,21.2
1/17/16,20.8,25.3
1/18/16,23.7,27.7
1/19/16,19.9,23.0
1/20/16,19.4,23.9
1/21/16,20.8,20.5
1/22/16,27.9,26.2
1/23/16,24.4,26.8
1/24/16,19.2,24.4
1/25/16,12.4,15.8
1/26/16,14.9,14.0
1/27/16,27.9,21.0
1/28/16,26.6,27.0
1/29/16,23.5,27.9
1/30/16,15.8,21.0
1/31/16,10.8,13.6
2/1/16,9,12.9
2/2/16,3.9,7.9
2/3/16,6.8,9.0
2/4/16,10.4,14.9
2/5/16,15.8,19.9
2/6/16,19.8,26.1
2/7/16,21.2,26.4
2/8/16,27.5,29.7
2/9/16,32.2,28.6
2/10/16,31.3,31.6
2/11/16,32.7,33.4
2/12/16,33.8,36.5
2/13/16,24.6,31.6
2/14/16,23,28.2
2/15/16,28,32.9
2/16/16,28.2,34.5
2/17/16,32.9,36.5
2/18/16,26.1,29.7
2/19/16,23.5,28.9
2/20/16,17.4,24.8
2/21/16,19.9,22.6
2/22/16,18.3,23.7
2/23/16,15.4,17.2
2/24/16,20.3,23.0
2/25/16,25.9,27.1
2/26/16,30.9,29.8
2/27/16,28.8,31.1
2/28/16,24.6,30.4
2/29/16,21.2,28.4
3/1/16,24.1,29.8
3/2/16,25.3,31.3
3/3/16,31.5,36.3
3/4/16,31.8,34.7
3/5/16,36,36.5
3/6/16,31.5,32.5
3/7/16,21.7,27.3
3/8/16,20.5,25.3
3/9/16,21.4,27.0
3/10/16,32.9,36.0
3/11/16,38.7,41.0
3/12/16,31.8,36.9
3/13/16,26.8,32.7
3/14/16,20.5,26.8
3/15/16,14.4,20.5
3/16/16,16.9,21.7
3/17/16,15.8,19.9
3/18/16,12.7,14.2
3/19/16,23.2,19.4
3/20/16,35.4,31.8
3/21/16,31.6,37.0
3/22/16,24.1,30.6
3/23/16,22.3,28.9
3/24/16,21.4,27.5
3/25/16,17.6,24.1
3/26/16,21,25.0
3/27/16,25,30.4
3/28/16,26.8,32.2
3/29/16,28.6,31.3
3/30/16,29.5,34.5
3/31/16,25.9,30.9
4/1/16,28.8,31.6
4/2/16,34.3,39.2
4/3/16,36.1,38.1
4/4/16,33.1,35.6
4/5/16,23,30.4
4/6/16,33.6,39.0
4/7/16,39.7,43.5
4/8/16,45,44.2
4/9/16,40.1,44.2
4/10/16,36.9,37.6
4/11/16,38.5,40.8
4/12/16,40.8,43.9
4/13/16,35.2,38.7
4/14/16,27.9,32.0
4/15/16,24.1,30.0
4/16/16,27.9,31.3
4/17/16,31.6,36.1
4/18/16,33.4,37.0
4/19/16,37.8,40.5
4/20/16,43.3,44.8
4/21/16,46.2,47.3
4/22/16,47.1,49.1
4/23/16,35.4,38.7
4/24/16,30.9,37.2
4/25/16,33.8,36.0
4/26/16,30.6,35.6
4/27/16,30.7,37.2
4/28/16,32.7,37.4
4/29/16,31.3,35.4
4/30/16,34.5,37.8
5/1/16,35.6,38.8
5/2/16,39.4,41.9
5/3/16,45,47.5
5/4/16,48.2,49.8
5/5/16,51.1,51.6
5/6/16,44.4,44.1
5/7/16,41,40.6
5/8/16,41.4,45.5
5/9/16,34.2,39.7
5/10/16,23.4,29.8
5/11/16,29.3,34.3
5/12/16,39.7,44.2
5/13/16,47.5,51.3
5/14/16,47.3,48.2
5/15/16,38.7,40.8
5/16/16,36.9,39.7
5/17/16,40.6,44.8
5/18/16,43.5,46.6
5/19/16,39.9,44.1
5/20/16,41.5,41.9
5/21/16,34,36.7
5/22/16,30.4,35.2
5/23/16,33.4,38.7
5/24/16,36.3,38.1
5/25/16,34.3,39.6
5/26/16,39.2,42.8
5/27/16,39.2,43.5
5/28/16,38.1,43.2
5/29/16,43.7,45.9
5/30/16,42.3,47.3
5/31/16,41.7,45.5
6/1/16,47.3,50.0
6/2/16,49.3,53.4
6/3/16,49.1,53.8
6/4/16,53.8,56.7
6/5/16,57,60.3
6/6/16,57.6,59.4
6/7/16,55.4,55.9
6/8/16,56.3,59.0
6/9/16,56.1,58.8
6/10/16,57.6,59.7
6/11/16,46.9,51.1
6/12/16,44.1,48.2
6/13/16,45.7,46.8
6/14/16,43.5,46.0
6/15/16,46.9,51.6
6/16/16,42.1,48.0
6/17/16,52.2,54.1
6/18/16,55.8,59.4
6/19/16,50,56.3
6/20/16,59.5,61.5
6/21/16,57.2,62.4
6/22/16,56.1,59.9
6/23/16,59,62.8
6/24/16,51.6,57.0
6/25/16,43.3,49.3
6/26/16,51.6,54.7
6/27/16,59.5,61.0
6/28/16,63.5,61.7
6/29/16,61.7,63.5
6/30/16,55.6,55.8
7/1/16,55.6,57.7
7/2/16,58.1,60.6
7/3/16,57.4,63.0
7/4/16,55.4,61.5
7/5/16,51.1,57.6
7/6/16,48.4,54.1
7/7/16,48.9,53.6
7/8/16,58.1,61.5
7/9/16,58.1,63.3
7/10/16,41.5,46.2
7/11/16,36,39.7
7/12/16,46.2,50.0
7/13/16,47.8,52.5
7/14/16,52.7,55.8
7/15/16,58.1,60.3
7/16/16,53.4,59.9
7/17/16,57,60.1
7/18/16,62.4,64.2
7/19/16,61.7,64.4
7/20/16,61.9,64.8
7/21/16,63.3,65.5
7/22/16,63.1,66.2
7/23/16,53.6,59.0
7/24/16,56.8,59.4
7/25/16,61.5,63.5
7/26/16,62.1,64.0
7/27/16,61.2,63.9
7/28/16,60.1,63.0
7/29/16,61.7,62.8
7/30/16,61.7,61.9
7/31/16,60.8,64.6
8/1/16,59.9,63.1
8/2/16,63,65.3
8/3/16,57.2,61.3
8/4/16,55.9,57.9
8/5/16,59.5,62.4
8/6/16,56.8,58.6
8/7/16,55,52.5
8/8/16,56.5,57.4
8/9/16,55.2,59.5
8/10/16,50,55.2
8/11/16,50.9,54.9
8/12/16,52.7,55.4
8/13/16,56.5,58.8
8/14/16,57.7,60.3
8/15/16,61,61.3
8/16/16,61.3,61.9
8/17/16,59,59.7
8/18/16,56.1,55.4
8/19/16,51.4,52.0
8/20/16,52.3,53.4
8/21/16,58.1,60.1
8/22/16,55.6,61.7
8/23/16,49.5,54.5
8/24/16,47.7,50.7
8/25/16,46.6,47.3
8/26/16,49.1,50.0
8/27/16,50.9,54.3
8/28/16,55.2,58.5
8/29/16,58.8,60.8
8/30/16,61.5,63.0
8/31/16,61.7,63.3
9/1/16,57.4,61.0
9/2/16,52.3,58.3
9/3/16,48.9,54.1
9/4/16,42.1,48.2
9/5/16,35.8,41.5
9/6/16,42.3,46.2
9/7/16,44.4,50.5
9/8/16,44.1,50.4
9/9/16,40.5,45.7
9/10/16,47.3,50.0
9/11/16,51.3,56.1
9/12/16,40.3,45.9
9/13/16,43.5,42.1
9/14/16,37.9,40.6
9/15/16,36.3,40.1
9/16/16,41.5,44.1
9/17/16,45.3,50.2
9/18/16,48.2,54.1
9/19/16,50.5,55.2
9/20/16,54.3,56.8
9/21/16,51.6,54.3
9/22/16,43,46.9
9/23/16,37.4,41.5
9/24/16,33.8,37.6
9/25/16,38.1,41.7
9/26/16,46.4,47.3
9/27/16,50.2,50.5
9/28/16,53.6,52.7
9/29/16,46.6,47.8
9/30/16,46.6,46.8
10/1/16,45.3,46.9
10/2/16,40.8,43.5
10/3/16,31.6,35.1
10/4/16,28.6,32.9
10/5/16,27.9,32.0
10/6/16,27.5,31.8
10/7/16,31.3,33.6
10/8/16,39.4,38.1
10/9/16,44.2,43.2
10/10/16,43,46.2
10/11/16,35.1,41.4
10/12/16,33.3,35.2
10/13/16,40.6,43.3
10/14/16,39.7,43.2
10/15/16,35.8,37.9
10/16/16,30.9,34.3
10/17/16,28,31.6
10/18/16,27,31.3
10/19/16,23.9,28.2
10/20/16,28.4,28.9
10/21/16,39.2,36.5
10/22/16,39.6,41.5
10/23/16,43.5,43.3
10/24/16,40.5,39.4
10/25/16,36.7,38.8
10/26/16,42.3,41.0
10/27/16,46,45.3
10/28/16,38.7,42.3
10/29/16,37.9,40.6
10/30/16,40.5,41.5
10/31/16,27.1,31.5
11/1/16,27.7,30.9
11/2/16,29.3,31.1
11/3/16,41.5,36.0
11/4/16,41.4,38.8
11/5/16,38.7,38.3
11/6/16,36.9,39.2
11/7/16,35.6,37.8
11/8/16,41.4,39.6
11/9/16,42.3,41.5
11/10/16,44.1,41.5
11/11/16,41.7,40.8
11/12/16,39.2,40.8
11/13/16,33.8,39.0
11/14/16,37.8,43.3
11/15/16,40.3,43.7
11/16/16,26.2,32.2
11/17/16,15.8,21.9
11/18/16,17.2,18.7
11/19/16,33.3,30.4
11/20/16,37.2,36.7
11/21/16,28.6,32.5
11/22/16,21.2,25.2
11/23/16,22.5,25.7
11/24/16,16.9,20.8
11/25/16,26.8,25.2
11/26/16,30.7,27.9
11/27/16,22.3,26.2
11/28/16,16,21.0
11/29/16,14,18.1
11/30/16,14.4,19.2
12/1/16,14.7,19.0
12/2/16,10.6,13.6
12/3/16,13.1,18.9
12/4/16,19.8,24.4
12/5/16,2.1,8.2
12/6/16,-0.2,2.3
12/7/16,-2.9,0.7
12/8/16,4.8,3.2
12/9/16,22.3,26.6
12/10/16,24.4,28.6
12/11/16,14.7,19.4
12/12/16,12.4,17.8
12/13/16,10,14.7
12/14/16,16,18.1
12/15/16,27.7,31.8
12/16/16,18.5,23.4
12/17/16,-9.2,-4.0
12/18/16,-4.2,-3.5
12/19/16,9.1,10.9
12/20/16,22.1,26.8
12/21/16,10.6,14.4
12/22/16,15.3,9.1
12/23/16,20.5,19.6
12/24/16,24.8,26.2
12/25/16,12.2,17.2
12/26/16,4.1,9.3
12/27/16,10.9,13.1
12/28/16,8.6,13.8
12/29/16,16.7,15.3
12/30/16,20.3,24.4
12/31/16,12.2,14.4
1/1/17,11.8,14.9
1/2/17,5.5,10.6
1/3/17,7.2,12.2
1/4/17,7.5,9.1
1/5/17,-0.9,-6.2
1/6/17,3,-0.4
1/7/17,14.5,10.9
1/8/17,25.3,27.9
1/9/17,23.7,28.2
1/10/17,19.8,24.6
1/11/17,19.8,24.4
1/12/17,10.4,13.1
1/13/17,10.4,10.0
1/14/17,12.2,12.4
1/15/17,16,12.0
1/16/17,18,14.0
1/17/17,26.6,17.6
1/18/17,28.8,25.3
1/19/17,23,26.1
1/20/17,18.5,21.9
1/21/17,18.5,21.9
1/22/17,18,21.6
1/23/17,19.9,21.6
1/24/17,12,17.4
1/25/17,6.1,10.6
1/26/17,6.8,10.9
1/27/17,12.9,6.8
1/28/17,20.3,10.4
1/29/17,26.2,23.0
1/30/17,23,28.4
1/31/17,20.7,27.5
2/1/17,19.9,26.1
2/2/17,18,23.7
2/3/17,25,26.6
2/4/17,25,29.5
2/5/17,25.2,29.7
2/6/17,25.3,29.5
2/7/17,22.8,27.1
2/8/17,23.5,28.0
2/9/17,32.9,35.1
2/10/17,27.9,32.2
2/11/17,17.8,22.5
2/12/17,19.2,18.0
2/13/17,27,25.5
2/14/17,31.3,28.2
2/15/17,32.9,31.3
2/16/17,31.6,33.1
2/17/17,27.5,31.1
2/18/17,29.5,31.8
2/19/17,25.3,30.4
2/20/17,27.3,29.7
2/21/17,25.9,30.7
2/22/17,17.6,22.8
2/23/17,15.4,20.8
2/24/17,7.5,13.6
2/25/17,3.7,9.5
2/26/17,8.4,14.4
2/27/17,10.9,15.8
2/28/17,7.5,13.8
3/1/17,10.6,17.4
3/2/17,18.5,23.0
3/3/17,25.5,28.9
3/4/17,28.4,31.1
3/5/17,23,28.2
3/6/17,7.9,14.9
3/7/17,14.4,19.8
3/8/17,25.2,29.8
3/9/17,30,34.5
3/10/17,31.3,35.1
3/11/17,27.7,33.8
3/12/17,25.9,32.5
3/13/17,31.3,37.9
3/14/17,36.7,42.1
3/15/17,39.6,43.7
3/16/17,31.8,38.5
3/17/17,35.8,39.6
3/18/17,42.4,44.2
3/19/17,33.3,39.2
3/20/17,36,39.0
3/21/17,39.6,41.0
3/22/17,32.9,37.2
3/23/17,30,34.9
3/24/17,30.7,34.9
3/25/17,28.6,33.3
3/26/17,26.4,31.3
3/27/17,28,33.1
3/28/17,26.2,32.5
3/29/17,28.4,34.7
3/30/17,33.3,36.7
3/31/17,33.4,37.8
4/1/17,32.7,38.1
4/2/17,28.2,34.2
4/3/17,18.3,26.8
4/4/17,19.2,24.6
4/5/17,27.3,32.4
4/6/17,39.4,40.5
4/7/17,35.6,38.7
4/8/17,27.1,32.0
4/9/17,19.4,25.3
4/10/17,22.8,28.8
4/11/17,28.6,34.2
4/12/17,39,41.2
4/13/17,39.9,43.3
4/14/17,22.6,30.7
4/15/17,23.2,29.5
4/16/17,33.8,37.9
4/17/17,33.1,38.1
4/18/17,32.9,36.5
4/19/17,30.2,35.8
4/20/17,30.2,34.3
4/21/17,25.2,32.9
4/22/17,31.6,36.0
4/23/17,35.2,39.6
4/24/17,29.3,34.5
4/25/17,28.8,35.1
4/26/17,26.6,32.7
4/27/17,24.4,30.7
4/28/17,25.7,30.6
4/29/17,28.4,32.0
4/30/17,30,35.1
5/1/17,31.8,38.8
5/2/17,32.9,39.6
5/3/17,37.8,42.8
5/4/17,48.7,49.1
5/5/17,51.6,52.9
5/6/17,50,50.9
5/7/17,44.2,48.0
5/8/17,42.4,46.2
5/9/17,42.4,43.7
5/10/17,45.1,46.6
5/11/17,49.3,50.2
5/12/17,48.2,50.5
5/13/17,30.6,37.0
5/14/17,34.7,39.0
5/15/17,38.5,43.0
5/16/17,33.3,38.8
5/17/17,22.5,27.5
5/18/17,28.6,32.5
5/19/17,32.4,36.3
5/20/17,35.6,40.8
5/21/17,40.3,43.0
5/22/17,41.9,45.1
5/23/17,46.8,48.2
5/24/17,45.9,50.4
5/25/17,36,42.1
5/26/17,32.7,35.8
5/27/17,37.9,41.5
5/28/17,44.1,46.6
5/29/17,47.8,48.9
5/30/17,50.2,51.4
5/31/17,52.7,52.3
6/1/17,49.8,51.1
6/2/17,45.3,49.8
6/3/17,51.1,52.9
6/4/17,55.2,57.0
6/5/17,49.6,53.8
6/6/17,53.2,53.4
6/7/17,55.4,56.5
6/8/17,56.3,57.7
6/9/17,42.1,47.8
6/10/17,36.1,38.8
6/11/17,44.8,46.9
6/12/17,38.7,42.4
6/13/17,32,36.3
6/14/17,39.7,45.7
6/15/17,47.1,52.5
6/16/17,44.8,49.8
6/17/17,43.2,47.8
6/18/17,46.8,51.1
6/19/17,53.8,56.5
6/20/17,57.7,58.8
6/21/17,56.3,61.9
6/22/17,48.2,53.8
6/23/17,46.4,50.7
6/24/17,50,53.4
6/25/17,54.1,56.7
6/26/17,58.6,60.8
6/27/17,49.3,52.9
6/28/17,44.8,47.8
6/29/17,41.9,43.7
6/30/17,47.1,50.0
7/1/17,54,56.8
7/2/17,55,56.8
7/3/17,58.5,61.5
7/4/17,60.6,63.3
7/5/17,64.2,64.9
7/6/17,63.7,65.1
7/7/17,61,62.6
7/8/17,63.5,64.2
7/9/17,61,63.5
7/10/17,61.9,60.6
7/11/17,57.7,62.4
7/12/17,58.3,61.9
7/13/17,61.9,63.9
7/14/17,63.5,65.1
7/15/17,63.7,62.8
7/16/17,61,60.3
7/17/17,58.5,59.0
7/18/17,60.3,61.7
7/19/17,63,65.1
7/20/17,59.7,58.8
7/21/17,57.7,61.5
7/22/17,59.4,61.2
7/23/17,60.4,61.7
7/24/17,61,64.8
7/25/17,55.2,54.9
7/26/17,53.4,55.4
7/27/17,52.2,54.5
7/28/17,54.1,57.9
7/29/17,57.6,59.9
7/30/17,58.8,59.5
7/31/17,61.7,62.6
8/1/17,62.2,63.3
8/2/17,60.1,62.1
8/3/17,59.4,60.4
8/4/17,60.1,61.9
8/5/17,57,59.4
8/6/17,54.3,56.7
8/7/17,53.4,52.7
8/8/17,50.7,50.2
8/9/17,51.6,51.4
8/10/17,52.3,53.1
8/11/17,54.9,55.8
8/12/17,56.3,57.4
8/13/17,54.9,57.7
8/14/17,45.3,49.5
8/15/17,46.8,50.4
8/16/17,52,53.8
8/17/17,53.4,57.0
8/18/17,55.8,57.6
8/19/17,56.5,59.4
8/20/17,55.2,59.7
8/21/17,54.9,56.5
8/22/17,57.9,59.2
8/23/17,54,57.2
8/24/17,53.4,55.4
8/25/17,54.9,55.9
8/26/17,57.9,60.8
8/27/17,60.1,61.2
8/28/17,61.7,62.2
8/29/17,61.5,61.0
8/30/17,58.3,56.8
8/31/17,54.1,56.1
9/1/17,55.2,58.5
9/2/17,60.3,61.5
9/3/17,63.7,63.9
9/4/17,61.7,62.1
9/5/17,58.5,55.9
9/6/17,58.5,58.8
9/7/17,58.8,59.4
9/8/17,57,57.2
9/9/17,55.8,59.2
9/10/17,53.6,56.1
9/11/17,56.5,58.5
9/12/17,57,59.4
9/13/17,52.5,56.3
9/14/17,46.4,50.0
9/15/17,34.3,38.5
9/16/17,28.6,34.3
9/17/17,38.1,41.0
9/18/17,41.7,45.3
9/19/17,28.4,33.1
9/20/17,31.6,36.5
9/21/17,32.9,35.4
9/22/17,30.2,36.1
9/23/17,30.6,34.7
9/24/17,34.2,36.5
9/25/17,31.1,34.7
9/26/17,35.6,37.2
9/27/17,40.8,40.6
9/28/17,43.2,41.9
9/29/17,40.6,41.5
9/30/17,36,38.3
10/1/17,27,32.2
10/2/17,26.2,28.9
10/3/17,28.6,29.5
10/4/17,34,33.8
10/5/17,31.8,36.5
10/6/17,31.6,37.9
10/7/17,38.1,44.4
10/8/17,26.2,30.4
10/9/17,24.6,29.1
10/10/17,34.5,35.2
10/11/17,36.9,40.1
10/12/17,25.7,32.0
10/13/17,26.1,30.9
10/14/17,20.3,24.4
10/15/17,32.7,29.7
10/16/17,38.8,39.2
10/17/17,41.4,43.9
10/18/17,40.5,43.9
10/19/17,45,44.8
10/20/17,31.6,34.3
10/21/17,21.4,27.3
10/22/17,31.3,36.7
10/23/17,27,35.6
10/24/17,34.7,37.2
10/25/17,41,42.4
10/26/17,32.2,35.6
10/27/17,33.6,36.0
10/28/17,37.4,40.1
10/29/17,37.6,41.0
10/30/17,27.3,28.2
10/31/17,25.3,31.3
11/1/17,29.1,35.2
11/2/17,28,32.5
11/3/17,30.6,34.3
11/4/17,23,27.9
11/5/17,18.1,23.9
11/6/17,17.1,23.5
11/7/17,12.2,15.6
11/8/17,21.9,21.2
11/9/17,29.1,30.6
11/10/17,27.7,32.4
11/11/17,24.1,28.0
11/12/17,29.1,27.1
11/13/17,34,33.1
11/14/17,24.6,29.1
11/15/17,28.9,28.8
11/16/17,30.4,33.1
11/17/17,18.5,24.1
11/18/17,12.9,16.3
11/19/17,19.9,21.0
11/20/17,26.8,30.7
11/21/17,31.6,36.3
11/22/17,37,40.8
11/23/17,38.7,43.0
11/24/17,30.2,34.9
11/25/17,30.2,34.3
11/26/17,42.4,42.1
11/27/17,28.6,33.1
11/28/17,22.5,22.6
11/29/17,18.9,23.5
11/30/17,22.3,24.3
12/1/17,21,25.7
12/2/17,27.7,30.0
12/3/17,24.3,28.6
12/4/17,10.9,16.9
12/5/17,11.8,14.5
12/6/17,12.4,11.8
12/7/17,22.1,18.1
12/8/17,27.5,20.1
12/9/17,29.8,22.3
12/10/17,30,23.4
12/11/17,35.8,27.7
12/12/17,34.3,30.7
12/13/17,25.9,25.3
12/14/17,20.8,19.0
12/15/17,23.7,24.8
12/16/17,17.4,22.6
12/17/17,11.8,16.5
12/18/17,19.6,25.7
12/19/17,24.1,30.2
12/20/17,18.5,23.5
12/21/17,10.6,12.9
12/22/17,10.2,17.1
12/23/17,5.9,12.4
12/24/17,5,9.3
12/25/17,15.4,21.2
12/26/17,12.6,17.2
12/27/17,19.6,25.2
12/28/17,21.7,27.9
12/29/17,26.8,32.2
12/30/17,21.9,27.7
12/31/17,13.1,14.4
1/1/18,16.7,19.6
1/2/18,24.3,14.0
1/3/18,29.5,24.3
1/4/18,29.5,27.3
1/5/18,29.8,32.7
1/6/18,26.2,31.1
1/7/18,20.7,24.4
1/8/18,28,28.2
1/9/18,30.4,32.0
1/10/18,19.9,25.0
1/11/18,17.8,21.4
1/12/18,23.7,28.2
1/13/18,23.4,27.9
1/14/18,22.5,23.9
1/15/18,21.4,20.7
1/16/18,22.1,18.1
1/17/18,24.6,24.4
1/18/18,32.9,31.3
1/19/18,23.2,28.4
1/20/18,13.8,19.2
1/21/18,8.6,12.6
1/22/18,13.5,15.6
1/23/18,14.7,17.8
1/24/18,23.5,22.8
1/25/18,20.7,22.3
1/26/18,12.4,18.5
1/27/18,16,21.6
1/28/18,25.2,30.4
1/29/18,27.5,32.4
1/30/18,27.1,34.3
1/31/18,16,21.6
2/1/18,16.2,23.4
2/2/18,27.5,32.5
2/3/18,27.1,32.4
2/4/18,28,33.4
2/5/18,24.3,28.8
2/6/18,21,26.2
2/7/18,23.7,30.0
2/8/18,27.9,34.3
2/9/18,20.5,28.4
2/10/18,10.6,15.3
2/11/18,14,19.4
2/12/18,18.3,19.8
2/13/18,16.3,20.7
2/14/18,18.1,22.6
2/15/18,12.2,16.9
2/16/18,10.6,15.6
2/17/18,18.7,24.4
2/18/18,17.4,22.3
2/19/18,6.3,10.4
2/20/18,-3.1,2.3
2/21/18,3.4,5.0
2/22/18,7.3,9.0
2/23/18,7.9,10.6
2/24/18,4.3,10.9
2/25/18,7.9,13.5
2/26/18,14.7,18.3
2/27/18,13.5,18.3
2/28/18,7.7,12.7
3/1/18,19.2,19.6
3/2/18,19.4,23.7
3/3/18,19.9,24.3
3/4/18,13.3,19.0
3/5/18,10.6,16.9
3/6/18,13.6,18.9
3/7/18,20.8,20.8
3/8/18,24.6,27.5
3/9/18,23.7,29.7
3/10/18,21.4,25.7
3/11/18,26.8,28.8
3/12/18,27.5,30.6
3/13/18,32.7,31.8
3/14/18,35.1,35.2
3/15/18,22.6,29.7
3/16/18,21.4,26.6
3/17/18,20.1,25.0
3/18/18,16.3,22.1
3/19/18,18.3,24.3
3/20/18,20.1,26.8
3/21/18,26.6,30.2
3/22/18,33.4,34.2
3/23/18,26.8,32.4
3/24/18,23.5,27.1
3/25/18,19.9,25.5
3/26/18,18,24.8
3/27/18,22.1,27.3
3/28/18,24.4,29.1
3/29/18,22.1,28.9
3/30/18,28.4,34.5
3/31/18,27.7,34.0
4/1/18,26.6,33.4
4/2/18,19.6,25.7
4/3/18,14.2,21.4
4/4/18,26.4,32.5
4/5/18,30.9,35.8
